trade_date,symbol,transaction_type,quantity,price,trade_value,charges,segment,strike,option_type
2025-07-31 21:10:00,VIMTALABS,SELL,39213,784.6,30766519.8,0,eq,,
2025-07-31 15:11:00,VINSYS,BUY,760000,393.7184,299225984.0,0,eq,,
2025-07-31 21:11:00,VINSYS,SELL,760000,393.7184,299225984.0,0,eq,,
2025-07-31 15:12:00,VISHNU,BUY,5000,576.8104,2884052.0,0,eq,,
2025-07-31 21:12:00,VISHNU,SELL,5000,570.6175,2853087.5,0,eq,,
2025-07-31 15:13:00,VMM,BUY,62000,125.6804,7792184.8,0,eq,,
2025-07-31 21:13:00,VMM,SELL,62000,122.0449,7566783.8,0,eq,,
2025-07-31 15:14:00,VOLTAS,BUY,114001,1343.6643,153179073.86,0,eq,,
2025-07-31 21:14:00,VOLTAS,SELL,114001,1343.6638,153179016.86,0,eq,,
2025-07-31 15:15:00,WAAREEENER,BUY,7026,3024.7532,21251915.98,0,eq,,
2025-07-31 21:15:00,WAAREEENER,SELL,7026,2957.7547,20781184.52,0,eq,,
2025-07-31 15:16:00,WAAREERTL,BUY,1500,1333.1332,1999699.8,0,eq,,
2025-07-31 21:16:00,WAAREERTL,SELL,1500,1263.2647,1894897.05,0,eq,,
2025-07-31 15:17:00,WALCHANNAG,BUY,61000,204.2594,12459823.4,0,eq,,
2025-07-31 21:17:00,WALCHANNAG,SELL,61000,201.4603,12289078.3,0,eq,,
2025-07-31 15:18:00,WARDINMOBI,BUY,950000,14.1837,13474515.0,0,eq,,
2025-07-31 21:18:00,WARDINMOBI,SELL,950000,14.1837,13474515.0,0,eq,,
2025-07-31 15:19:00,WEBELSOLAR,BUY,20100,1401.4273,28168688.73,0,eq,,
2025-07-31 21:19:00,WEBELSOLAR,SELL,20100,1398.1218,28102248.18,0,eq,,
2025-07-31 15:20:00,WEL,BUY,171000,157.7226,26970564.6,0,eq,,
2025-07-31 21:20:00,WEL,SELL,171000,157.7226,26970564.6,0,eq,,
2025-07-31 15:21:00,WOCKPHARMA,BUY,3000,1510.25,4530750.0,0,eq,,
2025-07-31 21:21:00,WOCKPHARMA,SELL,3000,1510.0,4530000.0,0,eq,,
2025-07-31 15:22:00,YATRA,BUY,241875,131.3959,31781383.31,0,eq,,
2025-07-31 21:22:00,YATRA,SELL,241875,129.9462,31430737.12,0,eq,,
2025-07-31 15:23:00,YESBANK,BUY,1022237,20.05,20495851.85,0,eq,,
2025-07-31 21:23:00,YESBANK,SELL,1022237,20.0724,20518749.96,0,eq,,
2025-07-31 15:24:00,ZAGGLE,BUY,6801,448.999,3053642.2,0,eq,,
2025-07-31 21:24:00,ZAGGLE,SELL,6801,443.7684,3018068.89,0,eq,,
2025-07-31 15:25:00,ZEEMEDIA,BUY,100000,16.04,1604000.0,0,eq,,
2025-07-31 21:25:00,ZEEMEDIA,SELL,100000,15.991,1599100.0,0,eq,,
2025-07-31 15:26:00,ZENTEC,BUY,40079,1703.6711,68281434.02,0,eq,,
2025-07-31 21:26:00,ZENTEC,SELL,40079,1719.9302,68933082.49,0,eq,,
2025-07-31 15:27:00,ZODIACLOTH,BUY,10000,108.15,1081500.0,0,eq,,
2025-07-31 21:27:00,ZODIACLOTH,SELL,10000,109.3747,1093747.0,0,eq,,
2025-07-31 15:28:00,ZTECH,BUY,114000,574.5579,65499600.6,0,eq,,
2025-07-31 21:28:00,ZTECH,SELL,114000,574.5579,65499600.6,0,eq,,
2025-07-31 15:29:00,ZUARI,BUY,575,372.95,214446.25,0,eq,,
2025-07-31 21:29:00,ZUARI,SELL,575,374.0464,215076.68,0,eq,,
2025-07-31 15:30:00,ZUARIIND,BUY,45928,371.3209,17054026.3,0,eq,,
2025-07-31 21:30:00,ZUARIIND,SELL,45928,372.1145,17090474.76,0,eq,,
2025-07-31 15:31:00,,BUY,37154004,172.1169,6394831991.07,0,unknown,,
2025-07-31 21:31:00,,SELL,37154003,172.193,6397659238.58,0,unknown,,
